Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall_Bin,Yield_log,Pesticide_log,Fertilizer_log
garlic,2000,Whole Year ,Karnataka,5949.0,4156,1213.3,584013.33,1546.74,1.491333333,Medium,0.9128180422613853,7.344551081386707,13.277680799180553
ginger,2000,Kharif     ,Karnataka,10758.0,141587,1213.3,1056112.86,2797.08,12.76823529,Medium,2.6223641483913354,7.936688746668009,13.87010655940567
gram,2000,Rabi       ,Karnataka,369473.0,239431,1213.3,36271164.41,96062.98,0.622380952,Medium,0.4838947937146415,11.472769706798575,17.406533642256527
groundnut,2000,Kharif     ,Karnataka,883611.0,881807,1213.3,86744091.87,229738.86,0.9464,Medium,0.6659815124871757,12.344702904314687,18.27847288075518
groundnut,2000,Rabi       ,Karnataka,179804.0,199299,1213.3,17651358.68,46749.04,1.173846154,Medium,0.7764980198656161,10.75257039033144,16.686323374070533
horse-gram,2000,Kharif     ,Karnataka,161959.0,92938,1213.3,15899515.03,42109.34,0.63625,Medium,0.4924070382419726,10.648048595215043,16.581799228362424
horse-gram,2000,Rabi       ,Karnataka,133213.0,63457,1213.3,13077520.21,34635.38,0.454583333,Medium,0.37471949053983833,10.452659853751301,16.38640537609521
jowar,2000,Kharif     ,Karnataka,402962.0,589793,1213.3,39558779.54,104770.12,1.395238095,Medium,0.873482639282867,11.559533440372912,17.493298238662273
jowar,2000,Rabi       ,Karnataka,1373422.0,945212,1213.3,134828837.7,357089.72,0.674210526,Medium,0.5153417264059923,12.785745146126414,18.719516670504856
jowar,2000,Summer     ,Karnataka,5878.0,11916,1213.3,577043.26,1528.28,2.018571429,Medium,1.1047836827146302,7.332552315389793,13.265674249654117
linseed,2000,Rabi       ,Karnataka,17365.0,6404,1213.3,1704722.05,4514.9,0.360714286,Medium,0.3080097721674251,8.415359781534567,14.348913221488326
maize,2000,Kharif     ,Karnataka,599893.0,1961879,1213.3,58891495.81,155972.18,3.1712,Medium,1.4282037641971002,11.957439348374285,17.89120727164648
maize,2000,Rabi       ,Karnataka,57797.0,142674,1213.3,5673931.49,15027.22,2.397368421,Medium,1.223001138110719,9.617685045926605,15.551392996148321
maize,2000,Summer     ,Karnataka,11165.0,31091,1213.3,1096068.05,2902.9,2.774761905,Medium,1.3283373091887172,7.973809940090072,13.907240746330384
mesta,2000,Kharif     ,Karnataka,4288.0,6666,1213.3,420952.96,1114.88,1.807142857,Medium,1.0321671892090665,7.017398610278106,12.95027874801459
moong(green gram),2000,Kharif     ,Karnataka,435355.0,180709,1213.3,42738800.35,113192.3,0.419130435,Medium,0.3500443143199429,11.63685225572043,17.57061776230524
moong(green gram),2000,Rabi       ,Karnataka,15474.0,4147,1213.3,1519082.58,4023.24,0.26875,Medium,0.23803216380796038,8.30009135214817,14.233617803105673
niger seed,2000,Kharif     ,Karnataka,43842.0,8382,1213.3,4303969.14,11398.92,0.213043478,Medium,0.19313247268311648,9.341361616814105,15.27504844306735
onion,2000,Whole Year ,Karnataka,120358.0,645357,1213.3,11815544.86,31293.08,6.0164,Medium,1.948250265987488,10.351184221259324,16.2849266681284
other  rabi pulses,2000,Rabi       ,Karnataka,33468.0,3985,1213.3,3285553.56,8701.68,0.117407407,Medium,0.11101118680204006,9.071386303183266,15.005046011482587
other kharif pulses,2000,Kharif     ,Karnataka,169312.0,51172,1213.3,16621359.04,44021.12,0.2812,Medium,0.24779713875286605,10.692447513848107,16.626199175571838
potato,2000,Whole Year ,Karnataka,38298.0,452462,1213.3,3759714.66,9957.48,11.70933333,Medium,2.5423366314260023,9.206179728490719,15.139853890166139
ragi,2000,Kharif     ,Karnataka,983456.0,1788947,1213.3,96545875.52,255698.56,1.644,Medium,0.9722929219894398,12.451758440511274,18.385528857692698
ragi,2000,Rabi       ,Karnataka,28464.0,25009,1213.3,2794310.88,7400.64,1.385384615,Medium,0.8693603754895826,8.909456876259439,14.84309643747997
ragi,2000,Summer     ,Karnataka,10781.0,21376,1213.3,1058370.77,2803.06,1.982857143,Medium,1.0928816140070174,7.9388236459284,13.87224221909157
rapeseed &mustard,2000,Rabi       ,Karnataka,7637.0,2012,1213.3,749724.29,1985.62,0.208888889,Medium,0.18970166418348894,7.594189981182507,13.52746213841559
rice,2000,Kharif     ,Karnataka,1120549.0,2792657,1213.3,110004295.3,291342.74,2.357407407,Medium,1.2111690710751852,12.582259086155387,18.5160299802667
rice,2000,Rabi       ,Karnataka,52005.0,106335,1213.3,5105330.85,13521.3,2.064615385,Medium,1.119922075380363,9.512095453471666,15.445796012365335
rice,2000,Summer     ,Karnataka,310892.0,947744,1213.3,30520267.64,80831.92,2.751304348,Medium,1.3221036056381668,11.30013958727643,17.233901566438778
safflower,2000,Rabi       ,Karnataka,93546.0,72079,1213.3,9183410.82,24321.96,0.764,Medium,0.5675839575845996,10.099176039200294,16.032909351501033
sannhamp,2000,Whole Year ,Karnataka,1424.0,354,1213.3,139794.08,370.24,0.285,Medium,0.2507587183471831,5.916848753727192,11.847932915029507
sesamum,2000,Kharif     ,Karnataka,97589.0,40039,1213.3,9580312.13,25373.14,0.4372,Medium,0.36269677625722657,10.141485824144139,16.075220835216633
small millets,2000,Kharif     ,Karnataka,71447.0,47452,1213.3,7013951.99,18576.22,0.686363636,Medium,0.5225745160394402,9.829691377922346,15.763412007350134
soyabean,2000,Kharif     ,Karnataka,62553.0,65266,1213.3,6140828.01,16263.78,1.01,Medium,0.6981347220709844,9.696757312839953,15.630470308924536
sugarcane,2000,Whole Year ,Karnataka,417141.0,42923496,1213.3,40950731.97,108456.66,98.80038462,Medium,4.603172037217807,11.594115145388203,17.527880267248463
sunflower,2000,Kharif     ,Karnataka,188140.0,100627,1213.3,18469703.8,48916.4,0.5375,Medium,0.43015772069853586,10.797888440391974,16.73164236937309
sunflower,2000,Rabi       ,Karnataka,261152.0,110005,1213.3,25637291.84,67899.52,0.510434783,Medium,0.4123975451428765,11.125798971838524,17.059558600979077
sunflower,2000,Summer     ,Karnataka,28499.0,20405,1213.3,2797746.83,7409.74,0.7235,Medium,0.544357106974783,8.910685578351185,14.844325305056705
sweet potato,2000,Whole Year ,Karnataka,3501.0,25771,1213.3,343693.17,910.26,6.222142857,Medium,1.9771517034682686,6.814828257199554,12.747507500226792
tapioca,2000,Whole Year ,Karnataka,1030.0,8018,1213.3,101115.1,267.8,9.558571429,Medium,2.356937987782072,5.5939676086489944,11.524024640598943
tobacco,2000,Whole Year ,Karnataka,70504.0,52131,1213.3,6921377.68,18331.04,0.722857143,Medium,0.5439840423266448,9.816405627603505,15.750125538963822
turmeric,2000,Whole Year ,Karnataka,9251.0,41040,1213.3,908170.67,2405.26,4.298095238,Medium,1.6673473669057484,7.785828953871615,13.71918870358976
urad,2000,Kharif     ,Karnataka,133729.0,51657,1213.3,13128175.93,34769.54,0.3965,Medium,0.3339691064030944,10.456525755511162,16.390271388961672
urad,2000,Rabi       ,Karnataka,11924.0,4171,1213.3,1170579.08,3100.24,0.363125,Medium,0.30977985797375646,8.039557310494564,13.973009978780066
wheat,2000,Rabi       ,Karnataka,266310.0,249880,1213.3,26143652.7,69240.6,0.93375,Medium,0.6594611229051388,11.1453571170532,17.079117030685104
arecanut,2000,Whole Year ,Kerala,87360.0,87947,2412.6,8576131.2,22713.6,0.825714286,Very High,0.60197130005057,10.030763168529319,15.964493577285849
banana,2000,Whole Year ,Kerala,45059.0,327955,2412.6,4423442.03,11715.34,7.457857143,Very High,2.135095848744497,9.368739727669942,15.30242891688063
black pepper,2000,Whole Year ,Kerala,202133.0,60929,2412.6,19843396.61,52554.58,0.22,Very High,0.1988508587451652,10.86962655525402,16.80338189566334
cardamom,2000,Whole Year ,Kerala,41288.0,7580,2412.6,4053242.96,10734.88,0.055,Very High,0.05354076692802982,9.281346681801754,15.21502809624899
cashewnut,2000,Whole Year ,Kerala,92122.0,66178,2412.6,9043616.74,23951.72,0.507857143,Very High,0.4106895323397124,10.083837166327854,16.017569844790582
coconut,2000,Whole Year ,Kerala,925783.0,5536000000,2412.6,90884117.11,240703.58,5617.002143,Very High,8.63373138911659,12.391325651425616,18.325095825620867
cotton(lint),2000,Kharif     ,Kerala,3847.0,6209,2412.6,377659.99,1000.22,1.61,Very High,0.959350221334602,6.908974535386866,12.84175222033763
garlic,2000,Whole Year ,Kerala,538.0,9146,2412.6,52815.46,139.88,17.0,Very High,2.8903717578961645,4.94790846418795,10.874578163537022
ginger,2000,Whole Year ,Kerala,11612.0,42699,2412.6,1139950.04,3019.12,2.957142857,Very High,1.3755222641018785,8.013051844678834,13.946495872079993
groundnut,2000,Kharif     ,Kerala,3677.0,2733,2412.6,360971.09,956.02,0.37,Very High,0.31481073984003355,6.8638242898761685,12.796555921306823
jowar,2000,Kharif     ,Kerala,463.0,236,2412.6,45452.71,120.38,0.51,Very High,0.412109650826833,4.798926120407709,10.724449724437044
ragi,2000,Kharif     ,Kerala,1955.0,1582,2412.6,191922.35,508.3,0.813333333,Very High,0.5951667720159179,6.233037233890559,12.1648513525509
rice,2000,Autumn     ,Kerala,129752.0,260306,2412.6,12737753.84,33735.52,1.938461538,Very High,1.0778861579939247,10.426336209108884,16.360080963378728
rice,2000,Summer     ,Kerala,55258.0,154606,2412.6,5424677.86,14367.08,2.23,Very High,1.172482137234565,9.57276435845521,15.506469259325263
rice,2000,Winter     ,Kerala,162445.0,336416,2412.6,15947225.65,42235.7,2.042857143,Very High,1.1127969237070146,10.651044790328227,16.584795494333694
sesamum,2000,Kharif     ,Kerala,2002.0,797,2412.6,196536.34,520.52,0.345833333,Very High,0.29701339963298723,6.256747624616284,12.188607717684198
sugarcane,2000,Whole Year ,Kerala,3367.0,275550,2412.6,330538.39,875.42,90.19,Very High,4.512945241945574,6.775845428090774,12.708481114228118
sweet potato,2000,Whole Year ,Kerala,816.0,8963,2412.6,80106.72,212.16,11.46615385,Very High,2.52301727987957,5.362043057428582,11.291127507937835
tapioca,2000,Whole Year ,Kerala,114609.0,2586903,2412.6,11251165.53,29798.34,24.29642857,Very High,3.2306632225279,10.302241524597227,16.235982372794663
tobacco,2000,Whole Year ,Kerala,213.0,1186,2412.6,20910.21,55.38,5.57,Very High,1.8825138324965192,4.032114485685967,9.948040657797705
turmeric,2000,Whole Year ,Kerala,4127.0,9037,2412.6,405147.59,1073.02,1.905714286,Very High,1.0666792416634292,6.979163896869353,12.912009167690295
arecanut,2000,Whole Year ,Meghalaya,11184.0,13721,6258.8,1097933.28,2907.84,1.178571429,Very High,0.7786693541948286,7.975509655263748,13.908941044979764
arhar/tur,2000,Kharif     ,Meghalaya,863.0,641,6258.8,84720.71,224.38,0.78,Very High,0.5766133643039938,5.417787866524203,11.347127164207569
banana,2000,Whole Year ,Meghalaya,5377.0,64100,6258.8,527860.09,1398.02,11.36285714,Very High,2.5146965855103183,7.243527270488957,13.176588440953699
castor seed,2000,Kharif     ,Meghalaya,23.0,12,6258.8,2257.91,5.98,0.515,Very High,0.4154154389613325,1.9430489167742813,7.722637675036894
cotton(lint),2000,Kharif     ,Meghalaya,7340.0,7684,6258.8,720567.8,1908.4,1.036666667,Very High,0.7113144846790603,7.554544335563933,13.487796179106487
dry chillies,2000,Whole Year ,Meghalaya,1810.0,1146,6258.8,177687.7,470.6,0.651428571,Very High,0.5016407139294026,6.156131168663216,12.087788421800028
ginger,2000,Kharif     ,Meghalaya,7811.0,44900,6258.8,766805.87,2030.86,5.897142857,Very High,1.931107247153305,7.616706908687026,13.549990249424916
gram,2000,Rabi       ,Meghalaya,463.0,286,6258.8,45452.71,120.38,0.613333333,Very High,0.4783024318538191,4.798926120407709,10.724449724437044
jute,2000,Kharif     ,Meghalaya,4220.0,35816,6258.8,414277.4,1097.2,7.133333333,Very High,2.095970843590063,7.001427754844772,12.93429349057312
linseed,2000,Rabi       ,Meghalaya,54.0,24,6258.8,5301.18,14.04,0.44,Very High,0.3646431135879093,2.7107133185216936,8.575873335725738
maize,2000,Kharif     ,Meghalaya,16906.0,24250,6258.8,1659662.02,4395.56,1.437142857,Very High,0.8908263929496031,8.388577695945314,14.322125139725436
mesta,2000,Kharif     ,Meghalaya,4635.0,21358,6258.8,455017.95,1205.1,4.606666667,Very High,1.7239563659361452,7.095147292589197,13.028094345417466
other  rabi pulses,2000,Rabi       ,Meghalaya,2048.0,1610,6258.8,201052.16,532.48,0.761428571,Very High,0.5661251678776306,6.279421581754193,12.211324629685114
potato,2000,Whole Year ,Meghalaya,18318.0,144292,6258.8,1798278.06,4762.68,6.954285714,Very High,2.0737108669349316,8.468775757774152,14.402340687754736
rapeseed &mustard,2000,Rabi       ,Meghalaya,7126.0,4730,6258.8,699559.42,1852.76,0.664285714,Very High,0.5093960307847225,7.524971287908259,13.458207445340328
rice,2000,Kharif     ,Meghalaya,102657.0,165907,6258.8,10077837.69,26690.82,1.681428571,Very High,0.9863497013832747,10.192112430407173,16.125849381942565
rice,2000,Rabi       ,Meghalaya,4003.0,13135,6258.8,392974.51,1040.78,1.744285714,Very High,1.0095208276210397,6.948686067584101,12.881502573388078
sesamum,2000,Kharif     ,Meghalaya,1317.0,694,6258.8,129289.89,342.42,0.614285714,Very High,0.47889257648599043,5.838954187885657,11.769820105974617
small millets,2000,Kharif     ,Meghalaya,2800.0,2266,6258.8,274876.0,728.0,0.864285714,Very High,0.6228779845601324,6.591673732008658,12.524079003865154
soyabean,2000,Kharif     ,Meghalaya,983.0,914,6258.8,96501.11,255.58,0.91,Very High,0.6471032420585384,5.547440506821195,11.477320152373009
sugarcane,2000,Whole Year ,Meghalaya,86.0,237,6258.8,8442.62,22.36,2.288,Very High,1.1902794771939333,3.151025157960026,9.04116640558703
sweet potato,2000,Whole Year ,Meghalaya,5143.0,17363,6258.8,504888.31,1337.18,3.431428571,Very High,1.4887220085963675,7.199065760787922,13.132094496113458
tapioca,2000,Whole Year ,Meghalaya,4110.0,21879,6258.8,403478.7,1068.6,5.98,Very High,1.9430489167742813,6.975040025787734,12.907881455637217
tobacco,2000,Whole Year ,Meghalaya,700.0,470,6258.8,68719.0,182.0,0.64,Very High,0.49469624183610705,5.209486152841421,11.137795556658137
turmeric,2000,Whole Year ,Meghalaya,1523.0,8565,6258.8,149512.91,395.98,5.464285714,Very High,1.866292521046423,5.983885901584432,11.915144710962863
wheat,2000,Rabi       ,Meghalaya,4215.0,6892,6258.8,413786.55,1095.9,1.395,Very High,0.8733832308628786,7.000243298417288,12.933107956842408
arecanut,2000,Whole Year ,Puducherry,65.0,130,1434.5875,6381.05,16.9,2.0,High,1.0986122886681098,2.884800712846709,8.761244641342127
bajra,2000,Kharif     ,Puducherry,186.0,513,1434.5875,18259.62,48.36,2.76,High,1.324418957401803,3.8991403795971324,9.812502107570344
banana,2000,Whole Year ,Puducherry,239.0,7532,1434.5875,23462.63,62.14,26.25,High,3.305053521109253,4.145354483129846,10.063206841695589
black pepper,2000,Whole Year ,Puducherry,12.0,7,1434.5875,1178.04,3.12,0.58,High,0.4574248470388754,1.415853163361435,7.072455827018689
cashewnut,2000,Whole Year ,Puducherry,202.0,121,1434.5875,19830.34,52.52,0.603333333,High,0.47208479524165997,3.9800554158199732,9.895018793613046
coconut,2000,Whole Year ,Puducherry,2233.0,24698000,1434.5875,219213.61,580.58,11937.4475,High,9.387519353366965,6.365748537732571,12.297806483294742
coriander,2000,Whole Year ,Puducherry,1.0,1,1434.5875,98.17,0.26,1.0,High,0.6931471805599453,0.23111172096338664,4.596835549198034
cotton(lint),2000,Kharif     ,Puducherry,452.0,2300,1434.5875,44372.84,117.52,5.11,High,1.809926773183504,4.775081722705364,10.700405385590969
dry chillies,2000,Whole Year ,Puducherry,10.0,33,1434.5875,981.7,2.6,2.6775,High,1.3022331734934556,1.2809338454620642,6.890303885368382
ginger,2000,Kharif     ,Puducherry,227.0,117,1434.5875,22284.59,59.02,0.54,High,0.43178241642553783,4.0946778400122215,10.011695560237733
groundnut,2000,Kharif     ,Puducherry,1175.0,2158,1434.5875,115349.75,305.5,1.62,High,0.9631743177730056,5.725217755376266,11.655732765531347
jowar,2000,Kharif     ,Puducherry,6.0,6,1434.5875,589.02,1.56,1.0,High,0.6931471805599453,0.9400072584914712,6.380156434630315
moong(green gram),2000,Kharif     ,Puducherry,2480.0,1400,1434.5875,243461.6,644.8,0.586666667,High,0.461635379785303,6.470489858324175,12.402718616278944
moong(green gram),2000,Rabi       ,Puducherry,2480.0,1400,1434.5875,243461.6,644.8,0.586666667,High,0.461635379785303,6.470489858324175,12.402718616278944
onion,2000,Whole Year ,Puducherry,13.0,202,1434.5875,1276.21,3.38,15.54,High,2.805781689595545,1.4770487243883548,7.152433290437285
other  rabi pulses,2000,Rabi       ,Puducherry,64.0,125,1434.5875,6282.88,16.64,1.18,High,0.7793248768009976,2.8701690505786455,8.745742903076057
ragi,2000,Kharif     ,Puducherry,125.0,276,1434.5875,12271.25,32.5,2.21,High,1.1662709371419244,3.5115454388310208,9.415095894977114
rapeseed &mustard,2000,Rabi       ,Puducherry,63.0,452,1434.5875,6184.71,16.38,6.265,High,1.9830682970222462,2.8553201198372458,8.729997072094381
rice,2000,Kharif     ,Puducherry,42779.0,103606,1434.5875,4199614.43,11122.54,2.605,High,1.2823217707369123,9.316818862467194,15.250503514775618
sugarcane,2000,Whole Year ,Puducherry,2464.0,200413,1434.5875,241890.88,640.64,81.17,High,4.408790271943096,6.46402739874864,12.396246128444801
tapioca,2000,Whole Year ,Puducherry,342.0,9685,1434.5875,33574.14,88.92,18.69,High,2.9801108926510342,4.498920386145381,10.421541191151919
urad,2000,Kharif     ,Puducherry,3392.0,2123,1434.5875,332992.64,881.92,0.706666667,High,0.5345421505786193,6.783234596273011,12.715878669681091
urad,2000,Rabi       ,Puducherry,3392.0,2123,1434.5875,332992.64,881.92,0.706666667,High,0.5345421505786193,6.783234596273011,12.715878669681091
arecanut,2000,Whole Year ,West Bengal,7773.0,12191,1907.7,763075.41,2020.98,1.84,Very High,1.0438040521731147,7.611832508334664,13.54511344942026
arhar/tur,2000,Kharif     ,West Bengal,8868.0,5930,1907.7,870571.56,2305.68,0.686153846,Very High,0.5224501045270372,7.74356454027372,13.676906389110624
bajra,2000,Kharif     ,West Bengal,313.0,256,1907.7,30727.21,81.38,0.8875,Very High,0.6352532021410426,4.411342689007935,10.33293640416016
barley,2000,Rabi       ,West Bengal,3471.0,1820,1907.7,340748.07,902.46,0.62,Very High,0.4824261492442927,6.806231836777749,12.738901620281393
castor seed,2000,Kharif     ,West Bengal,100.0,127,1907.7,9817.0,26.0,1.27,Very High,0.8197798314933114,3.295836866004329,9.191972714617998
coconut,2000,Whole Year ,West Bengal,24511.0,330524800,1907.7,2406244.87,6372.86,13234.92556,Very High,9.490690044970082,8.759960530506381,14.693578360653122
cotton(lint),2000,Kharif     ,West Bengal,1188.0,2732,1907.7,116625.96,308.88,2.3,Very High,1.1939224684724346,5.7361851257637015,11.66673574401057
dry chillies,2000,Whole Year ,West Bengal,61498.0,54971,1907.7,6037258.66,15989.48,0.941111111,Very High,0.6632605467525048,9.679748824139171,15.613460768283117
ginger,2000,Kharif     ,West Bengal,9328.0,18898,1907.7,915729.76,2425.28,1.524444444,Very High,0.9260210163406749,7.79411449916721,13.727477670319335
gram,2000,Rabi       ,West Bengal,54685.0,50170,1907.7,5368426.45,14218.1,0.806428571,Very High,0.5913517308293672,9.562341410215023,15.496045583748062
groundnut,2000,Kharif     ,West Bengal,2020.0,1594,1907.7,198303.4,525.2,0.968333333,Very High,0.677187160811868,6.2656813686061925,12.197558502864851
groundnut,2000,Rabi       ,West Bengal,8513.0,12379,1907.7,835721.21,2213.38,1.37,Very High,0.8628899551470398,7.702727733590656,13.636051552159053
groundnut,2000,Summer     ,West Bengal,25741.0,39433,1907.7,2526993.97,6692.66,1.355625,Very High,0.8568060850392629,8.808916088727518,14.742541395865778
horse-gram,2000,Rabi       ,West Bengal,4311.0,2164,1907.7,423210.87,1120.86,0.49,Very High,0.3987761199573678,7.022743301113721,12.955628207337043
jowar,2000,Kharif     ,West Bengal,1016.0,521,1907.7,99740.72,264.16,0.578333333,Very High,0.4563694377587386,5.580333417373191,11.510339323787997
jute,2000,Kharif     ,West Bengal,612994.0,7428400,1907.7,60177620.98,159378.44,13.52411765,Very High,2.6758105539048502,11.979043053330308,17.912811113264127
khesari,2000,Rabi       ,West Bengal,40018.0,42090,1907.7,3928567.06,10404.68,1.001875,Very High,0.6940842413812855,9.250107089887887,15.183785556126573
linseed,2000,Rabi       ,West Bengal,11869.0,3972,1907.7,1165179.73,3085.94,0.460769231,Very High,0.37896316752063564,8.034935587967304,13.968386765997261
maize,2000,Kharif     ,West Bengal,35267.0,88264,1907.7,3462161.39,9169.42,2.568571429,Very High,1.2721653557622143,9.12373836572837,15.0574039200307
masoor,2000,Rabi       ,West Bengal,75994.0,68500,1907.7,7460330.98,19758.44,0.87625,Very High,0.6292751039655347,9.8913866308193,15.825110472530271
mesta,2000,Kharif     ,West Bengal,10891.0,83630,1907.7,1069169.47,2831.66,6.860833333,Very High,2.0618926228313574,7.948971478508938,13.882393644085099
moong(green gram),2000,Kharif     ,West Bengal,635.0,308,1907.7,62337.95,165.1,0.498571429,Very High,0.40451227363887915,5.112590016619249,11.040341710061098
moong(green gram),2000,Rabi       ,West Bengal,2410.0,1402,1907.7,236589.7,626.6,0.583636364,Very High,0.4597236988556073,6.441903020858877,12.37408692290689
moong(green gram),2000,Summer     ,West Bengal,8197.0,4809,1907.7,804699.49,2131.22,0.544666667,Very High,0.43480813755787107,7.664918969455499,13.598225425056619
niger seed,2000,Kharif     ,West Bengal,6874.0,3702,1907.7,674820.58,1787.24,0.405555556,Very High,0.3404326381535154,7.488987174913582,13.422203608988486
other kharif pulses,2000,Kharif     ,West Bengal,825.0,409,1907.7,80990.25,214.5,0.548333333,Very High,0.4371790833824069,5.372960909543803,11.30209640312813
peas & beans (pulses),2000,Rabi       ,West Bengal,7338.0,6111,1907.7,720371.46,1907.88,0.843333333,Very High,0.611575526685302,7.55427196161377,13.487523662791402
potato,2000,Whole Year ,West Bengal,299664.0,7673130,1907.7,29418014.88,77912.64,22.39388889,Very High,3.152474829708815,11.263356312808554,17.19711782966684
ragi,2000,Kharif     ,West Bengal,12651.0,15242,1907.7,1241948.67,3289.26,0.926,Very High,0.6554453133759338,8.098721867992543,14.032193017305032
rapeseed &mustard,2000,Rabi       ,West Bengal,435998.0,417020,1907.7,42801923.66,113359.48,0.841666667,Very High,0.6106709589167023,11.63832810865341,17.57209362823255
rice,2000,Autumn     ,West Bengal,393944.0,683950,1907.7,38673482.48,102425.44,1.648333333,Very High,0.9739305111947043,11.536900161383855,17.470664741760608
rice,2000,Summer     ,West Bengal,1401841.0,4541328,1907.7,137618731.0,364478.66,3.021111111,Very High,1.3915582602117997,12.806226026404698,18.739997607919094
rice,2000,Winter     ,West Bengal,3639538.0,7202760,1907.7,357293445.5,946279.88,1.876111111,Very High,1.056439072979013,13.760294717283218,19.694067981095788
safflower,2000,Rabi       ,West Bengal,29.0,9,1907.7,2846.93,7.54,0.3,Very High,0.262364264467491,2.1447610078004784,7.9543476935781205
sannhamp,2000,Whole Year ,West Bengal,1519.0,7064,1907.7,149120.23,394.94,4.527142857,Very High,1.709671019631262,5.981262684623386,11.912514878275958
sesamum,2000,Whole Year ,West Bengal,107161.0,92276,1907.7,10519995.37,27861.86,0.736111111,Very High,0.5516476182222458,10.235049898202847,16.168788420216742
small millets,2000,Kharif     ,West Bengal,3061.0,1625,1907.7,300498.37,795.86,0.682857143,Very High,0.520493029253017,6.680679004640214,12.613200936449378
small millets,2000,Rabi       ,West Bengal,1285.0,1308,1907.7,126148.45,334.1,0.946666667,Very High,0.6661185083432588,5.814428994743265,11.745222594170679
soyabean,2000,Kharif     ,West Bengal,538.0,322,1907.7,52815.46,139.88,0.5775,Very High,0.4558413154332312,4.94790846418795,10.874578163537022
sugarcane,2000,Whole Year ,West Bengal,21609.0,1465550,1907.7,2121355.53,5618.34,67.08461538,Very High,4.220751275445505,8.633969498268968,14.567566314658492
sunflower,2000,Kharif     ,West Bengal,246.0,156,1907.7,24149.82,63.96,1.276666667,Very High,0.8227123850610019,4.173771695853422,10.092073612955625
tobacco,2000,Whole Year ,West Bengal,10456.0,5703,1907.7,1026465.52,2718.56,0.598,Very High,0.4687528473440829,7.9082253814988395,13.841632899224859
turmeric,2000,Whole Year ,West Bengal,13885.0,22445,1907.7,1363090.45,3610.1,1.536111111,Very High,0.9306318491010012,8.1917677140538,14.125265803072091
urad,2000,Kharif     ,West Bengal,56233.0,27815,1907.7,5520393.61,14620.58,0.462222222,Very High,0.37995734840897605,9.590253798599935,15.523959903017023
urad,2000,Rabi       ,West Bengal,13860.0,8813,1907.7,1360636.2,3603.6,0.612307692,Very High,0.477666501800465,8.189966086558705,14.123463677398366
wheat,2000,Rabi       ,West Bengal,426000.0,1057610,1907.7,41820420.0,110760.0,2.330555556,Very High,1.2031391237108031,11.615130005774297,17.5488953188677
arecanut,2001,Whole Year ,Andhra Pradesh,268.0,449,928.4,27370.84,69.68,1.71,Low,0.9969486348916096,4.2581626474514955,10.217270026665854
arhar/tur,2001,Kharif     ,Andhra Pradesh,414401.0,185620,928.4,42322774.13,107744.26,0.465,Low,0.38185524246903063,11.587525016279116,17.56083591826986
arhar/tur,2001,Rabi       ,Andhra Pradesh,5439.0,2706,928.4,555485.07,1414.14,0.46,Low,0.3784364357202451,7.254983745112435,13.22759881123975
bajra,2001,Kharif     ,Andhra Pradesh,81851.0,63589,928.4,8359442.63,21281.26,0.851764706,Low,0.6161390795565188,9.965629140823959,15.938902431410833
bajra,2001,Rabi       ,Andhra Pradesh,9684.0,7442,928.4,989026.92,2517.84,0.795,Low,0.5850050219402423,7.831553757066546,13.80447784074227
banana,2001,Whole Year ,Andhra Pradesh,50507.0,761365,928.4,5158279.91,13131.82,11.73363636,Low,2.5442470245670132,9.482869719559611,15.456113924971886
cashewnut,2001,Whole Year ,Andhra Pradesh,147370.0,38729,928.4,15050898.1,38316.2,0.236,Low,0.211880359035499,10.553654160521607,16.526948288238533
castor seed,2001,Kharif     ,Andhra Pradesh,283585.0,82983,928.4,28962536.05,73732.1,0.296842105,Low,0.2599321592959565,11.208207095400239,17.181513726962347
coconut,2001,Whole Year ,Andhra Pradesh,104244.0,1124969850,928.4,10646439.72,27103.44,9057.671111,Low,9.111477711788911,10.207452831086249,16.180736189566037
coriander,2001,Whole Year ,Andhra Pradesh,57913.0,22711,928.4,5914654.69,15057.38,0.531176471,Low,0.42603637521917836,9.619689925846732,15.59294384406386
cotton(lint),2001,Kharif     ,Andhra Pradesh,1107852.0,1876698,928.4,113144924.8,288041.52,1.820454545,Low,1.03689805813114,12.570863387109425,18.544180084142102
dry chillies,2001,Kharif     ,Andhra Pradesh,170661.0,463307,928.4,17429607.93,44371.86,2.497272727,Low,1.2519834438878503,10.700383300262725,16.673680980640942
dry chillies,2001,Rabi       ,Andhra Pradesh,54167.0,128104,928.4,5532075.71,14083.42,2.276363636,Low,1.1867341598307788,9.552824500903862,15.526073838265006
ginger,2001,Whole Year ,Andhra Pradesh,2547.0,6263,928.4,260125.11,662.22,2.4375,Low,1.2347444629926896,6.4971067601818175,12.468921830866071
gram,2001,Kharif     ,Andhra Pradesh,91.0,101,928.4,9293.83,23.66,1.092857143,Low,0.7385301864760224,3.2051824977361982,9.137213610585386
gram,2001,Rabi       ,Andhra Pradesh,285086.0,363033,928.4,29115833.18,74122.36,1.419,Low,0.8833542316278902,11.213486011266063,17.186792714053635
groundnut,2001,Kharif     ,Andhra Pradesh,1438665.0,817551,928.4,146930856.5,374052.9,0.83,Low,0.6043159668533294,12.832155183659777,18.805472676947534
